pool,rname,reflen,numreads,covbases,breadth,meandepth,meanmapq,virus
260313-MBTA_Ha-NAS-P1,NC_026438.1,2280,0,0,0.0,0.0,0.0,Influenza A
260313-MBTA_Ha-NAS-P1,NC_002204.1,2368,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_002205.1,2313,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_002206.1,2204,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_002207.1,1882,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_002208.1,1841,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_002209.1,1557,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_002210.1,1191,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_002211.1,1096,0,0,0.0,0.0,0.0,Influenza B
260313-MBTA_Ha-NAS-P1,NC_006307.2,2365,0,0,0.0,0.0,0.0,Influenza C
260313-MBTA_Ha-NAS-P1,NC_006308.2,2363,0,0,0.0,0.0,0.0,Influenza C
260313-MBTA_Ha-NAS-P1,NC_006309.2,2183,0,0,0.0,0.0,0.0,Influenza C
260313-MBTA_Ha-NAS-P1,NC_006310.2,2073,0,0,0.0,0.0,0.0,Influenza C
260313-MBTA_Ha-NAS-P1,NC_006311.1,1807,0,0,0.0,0.0,0.0,Influenza C
260313-MBTA_Ha-NAS-P1,NC_006312.2,1180,0,0,0.0,0.0,0.0,Influenza C
260401-BC-NAS-P1,NC_045512.2,29903,2,4240,14.1792,0.141792,60.0,SARS-CoV-2
260401-BC-NAS-P1,NC_038235.1,15222,17,3161,20.766,0.985219,58.2,RSV-A
260401-BC-NAS-P1,NC_005831.2,27553,10,3187,11.5668,0.544587,60.0,HCoV-NL63
260401-BC-NAS-P1,NC_039199.1,13350,23122,12477,93.4607,3005.45,57.8,hMPV
260401-BC-NAS-P1,NC_038311.1,7137,1812,5354,75.0175,356.497,53.2,Rhinovirus A
260401-BC-NAS-P1,NC_009996.1,7099,7,4400,61.9806,1.83209,16.9,Rhinovirus C
260401-BC-NAS-P1,NC_001781.1,15225,0,0,0.0,0.0,0.0,RSV-B
260401-BC-NAS-P1,NC_002645.1,27317,0,0,0.0,0.0,0.0,HCoV-229E
260401-BC-NAS-P1,NC_006213.1,30741,0,0,0.0,0.0,0.0,HCoV-OC43
260401-BC-NAS-P1,NC_006577.2,29926,0,0,0.0,0.0,0.0,HCoV-HKU1
260401-BC-NAS-P1,NC_003461.1,15600,0,0,0.0,0.0,0.0,HPIV-1
260401-BC-NAS-P1,NC_003443.1,15646,0,0,0.0,0.0,0.0,HPIV-2
260401-BC-NAS-P1,NC_001796.2,15462,0,0,0.0,0.0,0.0,HPIV-3
260401-BC-NAS-P1,NC_021928.1,17052,0,0,0.0,0.0,0.0,HPIV-4
260401-BC-NAS-P1,NC_038312.1,7208,0,0,0.0,0.0,0.0,Rhinovirus B
260401-BC-NAS-P1,NC_026431.1,982,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_026432.1,863,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_026433.1,1701,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_026434.1,1410,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_026435.1,2274,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_026436.1,1497,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_026437.1,2151,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_026438.1,2280,0,0,0.0,0.0,0.0,Influenza A
260401-BC-NAS-P1,NC_002204.1,2368,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_002205.1,2313,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_002206.1,2204,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_002207.1,1882,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_002208.1,1841,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_002209.1,1557,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_002210.1,1191,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_002211.1,1096,0,0,0.0,0.0,0.0,Influenza B
260401-BC-NAS-P1,NC_006307.2,2365,0,0,0.0,0.0,0.0,Influenza C
260401-BC-NAS-P1,NC_006308.2,2363,0,0,0.0,0.0,0.0,Influenza C
260401-BC-NAS-P1,NC_006309.2,2183,0,0,0.0,0.0,0.0,Influenza C
260401-BC-NAS-P1,NC_006310.2,2073,0,0,0.0,0.0,0.0,Influenza C
260401-BC-NAS-P1,NC_006311.1,1807,0,0,0.0,0.0,0.0,Influenza C
260401-BC-NAS-P1,NC_006312.2,1180,0,0,0.0,0.0,0.0,Influenza C
260415-BC-NAS-P1,NC_045512.2,29903,538,7949,26.5826,23.5191,59.9,SARS-CoV-2
260415-BC-NAS-P1,NC_002645.1,27317,75,20010,73.2511,7.08551,60.0,HCoV-229E
260415-BC-NAS-P1,NC_006213.1,30741,4,2494,8.11294,0.318825,60.0,HCoV-OC43
260415-BC-NAS-P1,NC_005831.2,27553,1994,3999,14.5138,190.814,60.0,HCoV-NL63
260415-BC-NAS-P1,NC_038311.1,7137,24736,4988,69.8893,8967.34,52.7,Rhinovirus A
260415-BC-NAS-P1,NC_038312.1,7208,11723,1078,14.9556,1264.6,1.04,Rhinovirus B
260415-BC-NAS-P1,NC_009996.1,7099,261,2503,35.2585,73.977,55.2,Rhinovirus C
260415-BC-NAS-P1,NC_038235.1,15222,0,0,0.0,0.0,0.0,RSV-A
260415-BC-NAS-P1,NC_001781.1,15225,0,0,0.0,0.0,0.0,RSV-B
260415-BC-NAS-P1,NC_006577.2,29926,0,0,0.0,0.0,0.0,HCoV-HKU1
260415-BC-NAS-P1,NC_039199.1,13350,0,0,0.0,0.0,0.0,hMPV
260415-BC-NAS-P1,NC_003461.1,15600,0,0,0.0,0.0,0.0,HPIV-1
260415-BC-NAS-P1,NC_003443.1,15646,0,0,0.0,0.0,0.0,HPIV-2
260415-BC-NAS-P1,NC_001796.2,15462,0,0,0.0,0.0,0.0,HPIV-3
260415-BC-NAS-P1,NC_021928.1,17052,0,0,0.0,0.0,0.0,HPIV-4
260415-BC-NAS-P1,NC_026431.1,982,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_026432.1,863,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_026433.1,1701,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_026434.1,1410,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_026435.1,2274,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_026436.1,1497,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_026437.1,2151,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_026438.1,2280,0,0,0.0,0.0,0.0,Influenza A
260415-BC-NAS-P1,NC_002204.1,2368,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_002205.1,2313,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_002206.1,2204,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_002207.1,1882,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_002208.1,1841,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_002209.1,1557,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_002210.1,1191,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_002211.1,1096,0,0,0.0,0.0,0.0,Influenza B
260415-BC-NAS-P1,NC_006307.2,2365,0,0,0.0,0.0,0.0,Influenza C
260415-BC-NAS-P1,NC_006308.2,2363,0,0,0.0,0.0,0.0,Influenza C
260415-BC-NAS-P1,NC_006309.2,2183,0,0,0.0,0.0,0.0,Influenza C
260415-BC-NAS-P1,NC_006310.2,2073,0,0,0.0,0.0,0.0,Influenza C
260415-BC-NAS-P1,NC_006311.1,1807,0,0,0.0,0.0,0.0,Influenza C
260415-BC-NAS-P1,NC_006312.2,1180,0,0,0.0,0.0,0.0,Influenza C
260514-BoDT-NAS-P1,NC_038311.1,7137,86493,7116,99.7058,36604.2,46.6,Rhinovirus A
260514-BoDT-NAS-P1,NC_038312.1,7208,1,2982,41.3707,0.413707,56.0,Rhinovirus B
260514-BoDT-NAS-P1,NC_009996.1,7099,1,332,4.67672,0.0467672,10.0,Rhinovirus C
260514-BoDT-NAS-P1,NC_045512.2,29903,0,0,0.0,0.0,0.0,SARS-CoV-2
260514-BoDT-NAS-P1,NC_038235.1,15222,0,0,0.0,0.0,0.0,RSV-A
260514-BoDT-NAS-P1,NC_001781.1,15225,0,0,0.0,0.0,0.0,RSV-B
260514-BoDT-NAS-P1,NC_002645.1,27317,0,0,0.0,0.0,0.0,HCoV-229E
260514-BoDT-NAS-P1,NC_006213.1,30741,0,0,0.0,0.0,0.0,HCoV-OC43
260514-BoDT-NAS-P1,NC_005831.2,27553,0,0,0.0,0.0,0.0,HCoV-NL63
260514-BoDT-NAS-P1,NC_006577.2,29926,0,0,0.0,0.0,0.0,HCoV-HKU1
260514-BoDT-NAS-P1,NC_039199.1,13350,0,0,0.0,0.0,0.0,hMPV
260514-BoDT-NAS-P1,NC_003461.1,15600,0,0,0.0,0.0,0.0,HPIV-1
260514-BoDT-NAS-P1,NC_003443.1,15646,0,0,0.0,0.0,0.0,HPIV-2
260514-BoDT-NAS-P1,NC_001796.2,15462,0,0,0.0,0.0,0.0,HPIV-3
260514-BoDT-NAS-P1,NC_021928.1,17052,0,0,0.0,0.0,0.0,HPIV-4
260514-BoDT-NAS-P1,NC_026431.1,982,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_026432.1,863,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_026433.1,1701,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_026434.1,1410,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_026435.1,2274,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_026436.1,1497,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_026437.1,2151,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_026438.1,2280,0,0,0.0,0.0,0.0,Influenza A
260514-BoDT-NAS-P1,NC_002204.1,2368,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_002205.1,2313,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_002206.1,2204,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_002207.1,1882,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_002208.1,1841,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_002209.1,1557,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_002210.1,1191,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_002211.1,1096,0,0,0.0,0.0,0.0,Influenza B
260514-BoDT-NAS-P1,NC_006307.2,2365,0,0,0.0,0.0,0.0,Influenza C
260514-BoDT-NAS-P1,NC_006308.2,2363,0,0,0.0,0.0,0.0,Influenza C
260514-BoDT-NAS-P1,NC_006309.2,2183,0,0,0.0,0.0,0.0,Influenza C
260514-BoDT-NAS-P1,NC_006310.2,2073,0,0,0.0,0.0,0.0,Influenza C
260514-BoDT-NAS-P1,NC_006311.1,1807,0,0,0.0,0.0,0.0,Influenza C
260514-BoDT-NAS-P1,NC_006312.2,1180,0,0,0.0,0.0,0.0,Influenza C
260613-MBTA_Ha-NAS-P1,NC_006213.1,30741,1,3735,12.1499,0.121499,60.0,HCoV-OC43
260613-MBTA_Ha-NAS-P1,NC_038311.1,7137,1101,6671,93.4706,384.96,58.1,Rhinovirus A
260613-MBTA_Ha-NAS-P1,NC_038312.1,7208,19955,6949,96.4068,8925.58,54.2,Rhinovirus B
260613-MBTA_Ha-NAS-P1,NC_045512.2,29903,0,0,0.0,0.0,0.0,SARS-CoV-2
260613-MBTA_Ha-NAS-P1,NC_038235.1,15222,0,0,0.0,0.0,0.0,RSV-A
260613-MBTA_Ha-NAS-P1,NC_001781.1,15225,0,0,0.0,0.0,0.0,RSV-B
260613-MBTA_Ha-NAS-P1,NC_002645.1,27317,0,0,0.0,0.0,0.0,HCoV-229E
260613-MBTA_Ha-NAS-P1,NC_005831.2,27553,0,0,0.0,0.0,0.0,HCoV-NL63
260613-MBTA_Ha-NAS-P1,NC_006577.2,29926,0,0,0.0,0.0,0.0,HCoV-HKU1
260613-MBTA_Ha-NAS-P1,NC_039199.1,13350,0,0,0.0,0.0,0.0,hMPV
260613-MBTA_Ha-NAS-P1,NC_003461.1,15600,0,0,0.0,0.0,0.0,HPIV-1
260613-MBTA_Ha-NAS-P1,NC_003443.1,15646,0,0,0.0,0.0,0.0,HPIV-2
260613-MBTA_Ha-NAS-P1,NC_001796.2,15462,0,0,0.0,0.0,0.0,HPIV-3
260613-MBTA_Ha-NAS-P1,NC_021928.1,17052,0,0,0.0,0.0,0.0,HPIV-4
260613-MBTA_Ha-NAS-P1,NC_009996.1,7099,0,0,0.0,0.0,0.0,Rhinovirus C
260613-MBTA_Ha-NAS-P1,NC_026431.1,982,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_026432.1,863,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_026433.1,1701,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_026434.1,1410,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_026435.1,2274,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_026436.1,1497,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_026437.1,2151,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_026438.1,2280,0,0,0.0,0.0,0.0,Influenza A
260613-MBTA_Ha-NAS-P1,NC_002204.1,2368,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_002205.1,2313,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_002206.1,2204,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_002207.1,1882,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_002208.1,1841,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_002209.1,1557,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_002210.1,1191,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_002211.1,1096,0,0,0.0,0.0,0.0,Influenza B
260613-MBTA_Ha-NAS-P1,NC_006307.2,2365,0,0,0.0,0.0,0.0,Influenza C
260613-MBTA_Ha-NAS-P1,NC_006308.2,2363,0,0,0.0,0.0,0.0,Influenza C
260613-MBTA_Ha-NAS-P1,NC_006309.2,2183,0,0,0.0,0.0,0.0,Influenza C
260613-MBTA_Ha-NAS-P1,NC_006310.2,2073,0,0,0.0,0.0,0.0,Influenza C
260613-MBTA_Ha-NAS-P1,NC_006311.1,1807,0,0,0.0,0.0,0.0,Influenza C
260613-MBTA_Ha-NAS-P1,NC_006312.2,1180,0,0,0.0,0.0,0.0,Influenza C
